class_name,lang,string_agg
RoleL,de,"Privat;Klein;Mehrheits;Profi;Haupt;Groß;star;Gross"
RoleL,en,"professional;star;main;big;individual;private;large;majority;small"
Sales,de,"Verkäufe;Verkäufen"
Sales,en,sales
SalesC,de,absatz
SalesMarketing,de,";;;;;;"
SalesMarketing,en,"Promotion;Customer Relations;Sales and Marketing;media & public relations;Marketing;Public Relations;Corporate Events;Customer Services;Sales Promotion;Sales;Regional Sales;Telesales;Branch Sales;Marketing and sales;Marketing & Sales;Customers;Business Development;service team;third party administration;Guest Relations;Sales & Marketing;Market Research.;Services;Digital Marketing;Distribution;Market Development;Third Party Marketing;front office;Marketing / PR;PR"
Sample,de,"Probe;Proben"
Sample,en,"sample;samples;test;tests"
Sanction,de,"Handelssperre;Sanktion;Sanktionen;Sanktions;Sanktionierung;Handelssperren;Blockade;Sanktionierungs;Sanktionierungen"
Sanction,en,"embargo;sanctions;sanctioning;embargos;sanction;embargoes"
SanctionV,de,"sanktioniert;sanktionieren;sanktionierte;sanktionierten"
SanctionV,en,"sanctioned;sanctions;sanctioning;sanction"
SaveV,de,"sparten;sparen;spart;sparte;gespart;gesparte;gesparten;gesparter;gespartem;gespartes;Ersparnis;Ersparnisse;Ersparnissen"
SaveV,en,"saving;saved;saves;save"
Scandal,de,"skandal;skandals;skandale;affäre;eklat;affären;fiaskos;eklats;fiasko;debakel;debakels"
Scandal,en,"scandal;fiasco;scandals;affairs;affair;debacles;debacle"
ScandalL,de,"plagiats;spesen;emissionen;kongress;honorar;Lieferketten;tierschutz;Abgas;plagiat;Verschwörungs;Verschwörung;sicherheits;logistikkette;Gebühr;daten;bau;bestechung;Hypo;familien;Zündschloss;devisen;ausserehelicher;ausserehelich;außerehelicher;außerehelich;schutz;Manipulation;Börsenmanipulation;Börsenmanipulations;Börsenmanipulationen;vetterwirtschafts;futtermittel;Manipulations;gammelfleisch;doping;konsularischer;wett;gewerblicher;transplantations;gewerblich;sponsoren;Herkunft;werbungs;Spionage;korruption;Dirty Diesel;spenden;Ausschreibung;Ausschreibungs;angebots;offerten;manipukation;abhör;geheimdienst;giftmüll;scheinrechnung;organspende;schmiergeld;werbung;verdorbene nahrungsmittel;verdorbenes essen;verdorbene lebensmittel;parteispenden;fördermittel;überwachung;königlicher;royaler;subventions;rassismus;provisions;datenschutz;ökologischer;Lieferkette;betriebs;betrieb;unternehmens;firmen;logistikketten;polizeilicher;polizei;parteispenden;musik;medien;gesetzes;Gesetze;justiz;rechnungs;rechungen;logistik;müll;ausländischer;geld;fremder;ausländisch;menschenrechte;Menschenrechts;wetten;fremd;festsetzungs;Fixierungs;prostituierte;prostituierten;prostitution;aktienhandels;Aktienhandel;Handels;miet;mieter;konsularisch;nepotismus;vetterwirtschaft;prostitutions;verdorbenes schweinefleisch"
ScandalL,en,"prostitution;safety;sports;sport;plagarism;commercial;allowance;rotten meat;transplantation;sponsoring;donation;subsidy;tainted pork;Diesel;emissions;emission;data;animal feed;legal;patent;pharma;betting;bet;tender;tainted food;royals;royal;racism;provision;privacy protection;privacy;ppi;ecological;corporate;police;party donation;music;media;laws;justice;over-billing;misselling;mis-selling;garbage;human rights;foreign;fixing;trading;nepotism;tenant;wall street;trade;extra-marital;prostitutes;animal protection;animal welfare;conspiracy;congressional;duty;money;fees;fee;family;extramarital;rigging;consular;supply chain;prostitute"
School,de,"Schulen;schul"
School,en,school
ScientificAffairsDept,de,""
ScientificAffairsDept,en,Scientific Affairs
Scientist,de,"Marsgeologin;Anthropologin;Biologische Anthropologin;Biologischen Anthropologin;Kulturanthropologin;Evolutionsanthropologin;Nahrungsanthropologin;forensische Anthropologin;forensischen Anthropologin;Internet-Anthropologin;Landschaftsanthropologin;physische Anthropologin;physischen Anthropologin;Sozialanthropologin;urbane Anthropologin;urbanen Anthropologin;visuelle Anthropologin;visuellen Anthropologin;Anthropologe;Anthropologen;Biologischer Anthropologe;Biologische Anthropologe;Biologischem Anthropologen;Biologischen Anthropologen;Kulturanthropologe;Kulturanthropologen;Evolutionsanthropologe;Evolutionsanthropologen;Nahrungsanthropologe;Nahrungsanthropologen;forensischer Anthropologe;forensische Anthropologe;forensischem Anthropologen;forensischen Anthropologen;Internet-Anthropologe;Internet-Anthropologen;Landschaftsanthropologe;Landschaftsanthropologen;physischer Anthropologe;physische Anthropologe;physischem Anthropologen;physischen Anthropologen;Sozialanthropologe;Sozialanthropologen;urbaner Anthropologe;urbane Anthropologe;urbanem Anthropologen;urbanen Anthropologen;visueller Anthropologe;visuelle Anthropologe;visuellem Anthropologen;visuellen Anthropologen;Archäologin;Paläolithische Archäologin;Paläolithischen Archäologin;Code-Archäologin;Mittelmeerarchäologin;Software-Archäologin;Medien-Archäologin;Ägyptische Archäologin;Ägyptischen Archäologin;galaktische Archäologin;galaktischen Archäologin;britische Archäologin;britischen Archäologin;Facharchäologin;Archäologe;Archäologen;Paläolithischer Archäologe;Paläolithische Archäologe;Paläolithischem Archäologen;Paläolithischen Archäologen;Code-Archäologe;Code-Archäologen;Mittelmeerarchäologe;Mittelmeerarchäologen;Software-Archäologe;Software-Archäologen;Medien-Archäologe;Medien-Archäologen;Ägyptischer Archäologe;Ägyptische Archäologe;Ägyptischem Archäologen;Ägyptischen Archäologen;galaktischer Archäologe;galaktische Archäologe;galaktischem Archäologen;galaktischen Archäologen;britischer Archäologe;britische Archäologe;britischem Archäologen;britischen Archäologen;Facharchäologe;Facharchäologen;Astrobiologin;Astrobiologe;Astrobiologen;Astronomin;Sternforscherin;Astronom;Astronomen;Sternforscher;Sternforschers;Bioinformatikerin;Bioinformatiker;Bioinformatikers;Biologin;Evolutionsbiologin;Meeresbiologin;Molekularbiologin;Wildtierbiologin;Mikrobiologin;Paläobiologin;Biologe;Biologen;Evolutionsbiologe;Evolutionsbiologen;Meeresbiologe;Meeresbiologen;Molekularbiologe;Molekularbiologen;Wildtierbiologe;Wildtierbiologen;Mikrobiologe;Mikrobiologen;Paläobiologe;Paläobiologen;Biophysikerin;Biophysiker;Biophysikers;Biotechnologin;Biotechnologe;Biotechnologen;Botanikerin;Pflanzenforscherin;Ethnobotanikerin;Gartenspezialistin;Botaniker;Botanikers;Pflanzenforscher;Pflanzenforschers;Ethnobotaniker;Ethnobotanikers;Gartenspezialist;Gartenspezialisten;analytische Chemikerin;analytischen Chemikerin;Biochemikerin;Anorganische Chemikerin;Anorganischen Chemikerin;Organikerin;organische Chemikerin;organischen Chemikerin;physikalische Chemikerin;physikalischen Chemikerin;Chemikerin;Kosmetik-Chemikerin;bioorganische Chemikerin;bioorganischen Chemikerin;Lebensmittelchemikerin;Nahrungsmittelchemikerin;bioanorganische Chemikerin;bioanorganischen Chemikerin;Elektrochemikerin;analytischer Chemiker;analytische Chemiker;analytischem Chemiker;analytischen Chemiker;Biochemiker;Biochemikers;Anorganischer Chemiker;Anorganische Chemiker;Anorganischem Chemiker;Anorganischen Chemiker;Organiker;Organikers;organischer Chemiker;organische Chemiker;organischem Chemiker;organischen Chemiker;physikalischer Chemiker;physikalische Chemiker;physikalischem Chemiker;physikalischen Chemiker;Chemiker;Chemikers;Kosmetik-Chemiker;Kosmetik-Chemikers;bioorganischer Chemiker;bioorganische Chemiker;bioorganischem Chemiker;bioorganischen Chemiker;Lebensmittelchemiker;Lebensmittelchemikers;Nahrungsmittelchemiker;Nahrungsmittelchemikers;bioanorganischer Chemiker;bioanorganische Chemiker;bioanorganischem Chemiker;bioanorganischen Chemiker;Elektrochemiker;Elektrochemikers;Klimatologin;Klimaforscherin;Klimatologe;Klimatologen;Klimaforscher;Klimaforschers;Kriminologin;Kriminalistin;Wirtschaftskriminologin;Wirtschaftskriminalistin;Kriminologe;Kriminologen;Kriminalist;Kriminalisten;Wirtschaftskriminologe;Wirtschaftskriminologen;Wirtschaftskriminalist;Wirtschaftskriminalisten;Demografin;Demographin;Bevölkerungswissenschaftlerin;Demograf;Demograph;Bevölkerungswissenschaftler;Ökologin;Umweltschützerin;Medien-Ökologin;Waldökologin;Meeresökologin;aquatische Ökologin;aquatischen Ökologin;Industrie-Ökologin;Mikrobenökologin;Urbanökologin;Evolutionsökologin;Wirbeltierökologin;Feldökologin;Humanökologin;chemische Ökologin;chemischen Ökologin;Naturschützerin;Ökologe;Ökologen;Umweltschützer;Umweltschützers;Medien-Ökologe;Medien-Ökologen;Waldökologe;Waldökologen;Meeresökologe;Meeresökologen;aquatischer Ökologe;aquatische Ökologe;aquatischem Ökologen;aquatischen Ökologen;Industrie-Ökologe;Industrie-Ökologen;Mikrobenökologe;Mikrobenökologen;Urbanökologe;Urbanökologen;Evolutionsökologe;Evolutionsökologen;Wirbeltierökologe;Wirbeltierökologen;Feldökologe;Feldökologen;Humanökologe;Humanökologen;chemischer Ökologe;chemische Ökologe;chemischem Ökologen;chemischen Ökologen;Naturschützer;Naturschützers;Entomologin;Insektenforscherin;medizinische Entomologin;medizinischen Entomologin;aquatische Entomologin;aquatischen Entomologin;Entomologe;Entomologen;Insektenforscher;Insektenforschers;medizinischer Entomologe;medizinische Entomologe;medizinischem Entomologen;medizinischen Entomologen;aquatischer Entomologe;aquatische Entomologe;aquatischem Entomologen;aquatischen Entomologen;Epistemologin;Erkenntnistheoretikerin;Epistemologe;Epistemologen;Erkenntnistheoretiker;Erkenntnistheoretikers;Ethnologin;Völkerkundlerin;Ethnologe;Ethnologen;Völkerkundler;Völkerkundlers;Futuristin;Zukunftsforscherin;Futurologin;Futuristen;Zukunftsforscher;Zukunftsforschers;Futurologe;Futurologen;Genetikerin;Genwissenschaftlerin;klinische und biochemische Genetikerin;klinischen und biochemischen Genetikerin;Populationsgenetikerin;Pflanzengenetikerin;Evolutiongenetikerin;Traubengenetikerin;Drosophila-Genetikerin;Entwicklungsgenetikerin;Krebsgenetikerin;statistische Genetikerin;statistischen Genetikerin;Medizingenetikerin;Bakteriengenetikerin;Humangenetikerin;Genetiker;Genetikers;Genwissenschaftler;Genwissenschaftlers;klinischer und biochemischer Genetiker;klinische und biochemische Genetiker;klinischem und biochemischem Genetiker;klinischen und biochemischen Genetiker;Populationsgenetiker;Populationsgenetikers;Pflanzengenetiker;Pflanzengenetikers;Evolutiongenetiker;Evolutiongenetikers;Traubengenetiker;Traubengenetikers;Drosophila-Genetiker;Drosophila-Genetikers;Entwicklungsgenetiker;Entwicklungsgenetikers;Krebsgenetiker;Krebsgenetikers;statistischer Genetiker;statistische Genetiker;statistischem Genetiker;statistischen Genetiker;Medizingenetiker;Medizingenetikers;Bakteriengenetiker;Bakteriengenetikers;Humangenetiker;Humangenetikers;Geographin;Geografin;Kartographin;Kartografin;Kartenzeichnerin;Geograph;Geograf;Geographen;Geografen;Kartograph;Kartographen;Kartograf;Kartografen;Kartenzeichner;Kartenzeichners;Geologin;sedimentäre Geologin;sedimentären Geologin;Planetengeologin;Meeresgeologin;Erdölgeologin;Geologe;Geologen;sedimentärer Geologe;sedimentäre Geologe;sedimentären Geologen;sedimentärem Geologen;Marsgeologe;Marsgeologen;Planetengeologe;Planetengeologen;Meeresgeologe;Meeresgeologen;Erdölgeologe;Erdölgeologen;Geophysikerin;Feldgeophysikerin;Explorationsgeophysikerin;Meeresgeophysikerin;Chefgeophysikerin;Bohrloch-Geophysikerin;Projekt-Geophysikerin;Geophysiker;Geophysikers;Feldgeophysiker;Feldgeophysikers;Explorationsgeophysiker;Explorationsgeophysikers;Meeresgeophysiker;Meeresgeophysikers;Chefgeophysiker;Chefgeophysikers;Bohrloch-Geophysiker;Bohrloch-Geophysikers;Projekt-Geophysiker;Projekt-Geophysikers;Glaziologin;Gletscherforscherin;Glaziologe;Glaziologen;Gletscherforscher;Gletscherforschers;Herpetologin;Herpetologe;Herpetologen;Uhrmacherin;Uhrmacher;Uhrmachers;Hydrologin;Wasserwirtschaftlerin;Gletscher-Hydrologin;Forschungshydrologin;Hydrologe;Hydrologen;Wasserwirtschaftler;Wasserwirtschaftlers;Gletscher-Hydrologe;Gletscher-Hydrologen;Forschungshydrologe;Forschungshydrologen;Ichthyologin;Ichthyologe;Ichthyologen;Immunologin;Immunologe;Immunologen;Lepidopterologin;Schmetterlingsforscherin;Schmetterlingskundlerin;Lepidopterologe;Lepidopterologen;Schmetterlingsforscher;Schmetterlingsforschers;Schmetterlingskundler;Limnologin;Limnologe;Limnologen;Linguistin;Sprachwissenschaftlerin;Linguisten;Sprachforscher;Sprachforschers;Sprachwissenschaftler;Sprachwissenschaftlers;Mammalogin;Meerestierbiologin;Mammaloge;Mammalogen;Meerestierbiologe;Meerestierbiologen;Mathematikerin;Mathematiker;Mathematikers;Meteorologin;Wetterkundlerin;Chefmeteorologin;Meteorologe;Meteorologen;Wetterkundler;Wetterkundlers;Chefmeteorologe;Chefmeteorologen;Mikrobiologin;Mikrobiologe;Mikrobiologen;Mineralogin;Profi-Mineralogin;professionelle Mineralogin;professionellen Mineralogin;Mineraloge;Mineralogen;Profi-Mineraloge;Profi-Mineralogen;professioneller Mineraloge;professionelle Mineraloge;professionellem Mineralogen;professionellen Mineralogen;Mykologin;Pilzkundlerin;Mykologe;Mykologen;Pilzkundler;Pilzkundlers;Ernährungsberaterin;Ernährungswissenschaftlerin;Ernährungsfachfrau;Sport-Ernährungsberaterin;zertifizierte Ernährungsberaterin;zertifizierten Ernährungsberaterin;Ernährungsberater;Ernährungsberaters;Ernährungswissenschaftler;Ernährungswissenschaftlers;Ernährungsfachmann;Ernährungsfachmanns;Ernährungsfachmannes;Sport-Ernährungsberater;Sport-Ernährungsberaters;zertifizierter Ernährungsberater;zertifizierte Ernährungsberater;zertifiziertem Ernährungsberater;zertifizierten Ernährungsberater;Ozeanographin;Meereskundlerin;Ozeanografin;Ozeanograph;Ozeanographen;Meereskundler;Meereskundlers;Ozeanograf;Ozeanografen;Ontologistin;Ontologisten;Ornithologin;Vogelkundlerin;Ornithologe;Ornithologen;Vogelkundler;Vogelkundlers;Paläontologin;Dinosaurier Paläontologin;Wirbeltierpaläontologin;Staatspaläontologin;Vogelpaläontologin;Paläontologe;Paläontologen;Dinosaurier Paläontologe;Dinosaurier Paläontologen;Wirbeltierpaläontologe;Wirbeltierpaläontologen;Staatspaläontologe;Staatspaläontologen;Vogelpaläontologe;Vogelpaläontologen;Pathologin;Gerichtsmedizinerin;Gerichtspathologin;Rechtsmedizinerin;chirurgische Pathologin;chirurgischen Pathologin;Sprach- und Sprechpathologin;Pflanzenpathologin;Molekularpathologin;Pathologe;Pathologen;Gerichtsmediziner;Gerichtsmediziners;Gerichtspathologe;Gerichtspathologen;Rechtsmediziner;Rechtsmediziners;chirurgischer Pathologe;chirurgische Pathologe;chirurgischem Pathologen;chirurgischen Pathologen;Sprach- und Sprechpathologe;Sprach- und Sprechpathologen;Pflanzenpathologe;Pflanzenpathologen;Molekularpathologe;Molekularpathologen;Pharmakologin;kardiovaskuläre Pharmakologin;kardiovaskulären Pharmakologin;Pharmakologe;Pharmakologen;kardiovaskulärer Pharmakologe;kardiovaskuläre Pharmakologe;kardiovaskulärem Pharmakologen;kardiovaskulären Pharmakologen;Physikerin;Gesundheitsphysikerin;Kernphysikerin;Atomphysikerin;Nuklearphysikerin;Astrophysikerin;Sonnenphysikerin;theoretische Physikerin;Physiker;Physikers;Gesundheitsphysiker;Gesundheitsphysikers;Kernphysiker;Kernphysikers;Atomphysiker;Atomphysikers;Nuklearphysiker;Nuklearphysikers;Astrophysiker;Astrophysikers;Sonnenphysiker;Sonnenphysikers;theoretischer Physiker;Physiologin;Sportphysiologin;Trainingsphysiologin;Physiologe;Physiologen;Sportphysiologe;Sportphysiologen;Trainingsphysiologe;Trainingsphysiologen;Psychopharmakologistin;Psychopharmakologist;Psychopharmakologisten;Psychophysikerin;Psychophysiker;Psychophysikers;Seismologin;Seismologe;Seismologen;Soziologin;Soziologe;Soziologen;Statistikerin;Biostatistikerin;Statistiker;Statistikers;Biostatistiker;Biostatistikers;Virologin;Marketingvirologin;Molekularvirologin;strukturelle Virologin;strukturellen Virologin;Virologe;Virologen;Marketingvirologe;Marketingvirologen;Molekularvirologe;Molekularvirologen;struktureller Virologe;strukturelle Virologe;strukturellem Virologen;strukturellen Virologen;Vulkanologin;Vulkanforscherin;Vulkanologe;Vulkanologen;Vulkanforscher;Vulkanforschers;Zoologin;Meereszoologin;Zoologe;Zoologen;Meereszoologe;Meereszoologen"
Scientist,en,"Organic chemist;Climate Scientist;Planetary Scientist;Cognitive Neuroscientist;Cognitive scientist;communication and computer scientist;Communication Scientist;Computational neuroscientist;Computational population geneticist;grape geneticist;Drosophila geneticist;Computational scientist;computer scientist;Computer scientists;Developmental geneticist;cancer geneticist;statistical geneticist;Medical Geneticist;Bacterial geneticist;Human geneticist;Conservation Scientist;Geographer;Cartographer;Coral reef scientist;Data Management Project Scientist;Earth scientist;Earth system scientist;Geologist;Earth systems scientist;Environmental Scientist;Ornithologist;sedimentary geologist;Environmental Social Scientist;Martian geologist;Geo-scientist;planetary geologist;Lunar geologist;Marine geologist;Government scientist;Petroleum geologist;Glaciologist;Mathematician;green materials research scientist;marine mammalogist;Mammalogist;Linguist;Clinical psychologist;HCI and Social Computing Research Scientist;Independent forensic scientist;Independent research scientist;Independent Rhyme Scientist;Independent scientist;Independent--scientist;industrial scientist;Industry Scientist;information scientist;itizen-cyber-scientist;Pathologist;Library & Information Scientist;Library and/or Information Scientist;Library Scientist;Library/Information Scientist;Management Scientist;Exploration Geophysicist;Clinical health psychologist;Archaeological Geophysicist;Marine Earth Observation Scientist;Marine Scientist;Material Scientist;Materials Scientist;Media & Communication Scientist;Medical data scientist;medical imaging scientist;Medical lab scientist;Medical Laboratory Scientist;Medical Research Scientist;Medical scientist;mercenary library scientist;military scientist;Speech Pathologist;Forensic Pathologist;Surgical pathologist;Community pathologist;neuroscientist;Speech and Language Pathologist;Nuclear Materials Scientist;Urologic Pathologist;plant pathologist;molecular pathologist;OPAL Community Scientist;Oracle Technology Scientist;Political Communication Scientist;political scientist;Principal Data Scientist;Prior scientist;project scientist;Rocket Scientist;Scientist (Comp.Biology);Clinical and forensic psychologist;scientist in medical research;Pharmacologist;Clinical & Forensic Psychologist;Calgary Psychologist;BPS chartered psychologist;scientist in the mobile industry;scientist of culture;Psychopharmacologist;psychologist specializing in the connection between behavior and health;marine geophysicist;Biopsychologist;Applied Anthropologist;Anthropologist;Cardiovascular Pharmacologist;Physiologist;Sports Physiologist;Exercise Physiologist;Analytical chemist;Field geophysicist;Neuropsychologist;Medical psychologist;media psychologist;Limnologist;Lepidopterist;Immunologist;Social Ichthyologist;Ichthyologist;Research Hydrologist;Licensed Cognitive Behavioral (#CBT) Psychologist;Licensed clinical psychologist;Glacier hydrologist;Chartered hydrologist;Hydrologist;British Archaeologist;Field Archaeologist;Astrobiologist;Kew-trained botanist;Botanist;Biotechnologist;Principal bioinformatician;operational bioinformatician;Bioinformatician;psychologist;Provisional Psychologist;Geoscientist;Personality Psychologist;pediatric psychologist;Biochemist;cultural anthropologist;Organizational Psychologist;digital anthropologist;Structural virologist;Digital Virologist;Organisational Behaviour Psychologist;Internet Psychologist;Molecular Virologist;Marketing virologist;Mathematical Virologist;Virologist;Sociologist;Seismologist;Chief Geophysicist;borehole geophysicist;Psychophysicist;Psychophysicist;Psychopharmacologist;Project Geophysicist;Herpetologist;Meteorologist;Certified Broadcast Meteorologist;Chief Meteorologist;Microbiologist;Mineralogist;Economic Mineralogist;Professional mineralogist;Mycologist;Nutritionist;Science based Nutritionist;Certified Nutritionist;Holistic Nutritionist;Sports Nutritionist;Performance Nutritionist;Culinary nutritionist;Registered Dietitian Nutritionist;Digital media anthropologist;Evolutionary anthropologist;Food anthropologist;forensic anthropologist;Internet anthropologist;landscape anthropologist;Mobile Anthropologist;Physical anthropologist;poli sci-anthropologist;Social Anthropologist;Urban anthropologist;Visual Anthropologist;Paleontologist;Dinosaur paleontologist;Bird paleontologist;Vertebrate paleontologist;State Paleontologist;sexual behaviour scientist;Skin Scientist;social neuroscientist;Social Scientist;Sport Scientist;Abnormal psychologist;Academic psychologist;terpsichorean neuroscientist;Comparative and Developmental Psychologist;Oceanographer;Cognitive psychologist;Geophysicist;Inorganic chemist;Climatologist;Futurist;futurologist;epistemologist;Horologist;Scientist;Physical chemist;Ontologist;Chemist;Research and health psychologist;Research Health Psychologist;School Psychologist;Social psychologist;Cosmetics chemist;Cognitive Behavioral Psychologist;Coaching psychologist;Clinical-social psychologist;Social-cognitive psychologist;Sport psychologist;Visual psychophysicist;Web Psychologist;Bioorganic chemist;Food chemist;Brand Anthropologist;Biological anthropologist;Food Archaeologist;Galactic Archaeologist;Egyptian Archaeologist;Rust Belt Industrial Archaeologist;media archaeologist;Software Archaeologist;academic archaeologist;Mediterranean archaeologist;code archaeologist;Palaeolithic Archaeologist;Archaeologist;Field Crop Entomologist;Ag Biotech Entomologist;Aquatic entomologist;Principal Entomologist;Comparative psychologist;Counselling Psychologist;Ecological entomologist;Medical Entomologist;Entomologist;Computational biophysicist;Internet BioPhysicist;Biophysicist;Inorganic materials chemist;plant scientist;Ethnobotanist;Bio-inorganic chemist;Organic & biological chemist;Behavioural/Celebrity Psychologist;horticulturalist;Biologist;biological scientist;Evolutionary biologist;Statistician;Marine biologist;Invernessian evolutionary biologist;Molecular biologist;Wildlife Biologist;Micro-biologist;microbiologist;Biostatistician;Action information scientist;agri scientist;Agricultural scientist;Agriculture Scientist;Agri-Scientist;Organic materials chemist;Animal and Meat Scientist;Applied Behavioral Scientist;Applied Computer Scientist;Applied Data Scientist;applied developmental scientist;Applied Radiological Scientist;Paleobiologist;Bio-Organic Chemist;organic / materials chemist;Applied Research Scientist;Physical & Digital Chemist;Electrochemist;Volcanologist;applied scientist;Applied social scientist;vulcanologist;Criminologist;White-collar criminologist;Biosocial Criminologist;Zoologist;Suburban zoologist;Applied Sports Scientist;marine zoologist;Penguin and giant petrel zoologist;Arid-zone zoologist;Demographer;Ecologist;Media ecologist;forest ecologist;Behavioural Change Psychologist;Behavioral psychologist;physicist;Applied physicist;Health Physicist;Nuclear Physicist;Astrophysicist;solar physicist;Theoretical Physicist;Physicist in Materials Science;climate physicist;Particle physicist;Quantum physicist;Research physicist;Radiation Health Physicist;Medical Physicist;Meta-physicist;Astro Physicist;Theoretical plasma astrophysicist;applied theoretical computer scientist;Theoretical astrophysicist;Developmental psychologist;Educational psychologist;Environmental psychologist;Evolutionary psychologist;Experimental psychologist;Forensic psychologist;Health and Behavioural Psychologist;Health psychologist;Industrial and organizational psychologist;marine ecologist;bat ecologist;Aquatic Ecologist;Industrial Ecologist;Microbial ecologist;Urban ecologist;Evolutionary ecologist;Vertebrate ecologist;Field Ecologist;Arctic Social Scientist;Behavioural Scientist;human ecologist;Chemical ecologist;Environmentalist;Ethnologist;Geneticist;Clinical and Biochemical Geneticist;Population Geneticist;Computational human geneticist;Anthropological geneticist;plant geneticist;Chartered Scientist;Chief Medical Scientist;Physical oceanographer;biological oceanographer;Deep-sea microbial oceanographer;Astronomer;Staff astronomer;evolutionary geneticist;Chief Scientist;citizen data scientist;citizen scientist;citizen-scientist;Clinical Neuroscientist"
